 101
0.00    0.001
0.01	0.001
0.02	0.001
0.03	0.001
0.04	0.001
0.05	0.001
0.06	0.001
0.07	0.001
0.08	0.001
0.09	0.001
0.1	0.001
0.11	0.001
0.12	0.001
0.13	0.001
0.14	0.001
0.15	0.001
0.16	0.001
0.17	0.001
0.18	0.001
0.19	0.001
0.2	0.001
0.21	0.001
0.22	0.001
0.23	0.001
0.24	0.001
0.25	0.001
0.26	0.001
0.27	0.001
0.28	0.001
0.29	0.001
0.3	0.001
0.31	0.001
0.32	0.001
0.33	0.001
0.34	0.001
0.35	0.001
0.36	0.001
0.37	0.001
0.38	0.001
0.39	0.001
0.4	0.001
0.41	0.001
0.42	0.001
0.43	0.001
0.44	0.001
0.45	0.001
0.46	0.001
0.47	0.001
0.48	0.001
0.49	0.001
0.5	0.001
0.51	0.001
0.52	0.001
0.53	0.001
0.54	0.001
0.55	0.001
0.56	0.001
0.57	0.001
0.58	0.001
0.59	0.001
0.6	0.001
0.61	0.001
0.62	0.001
0.63	0.001
0.64	0.001
0.65	0.001
0.66	0.001
0.67	0.001
0.68	0.001
0.69	0.001
0.7	0.001
0.71	0.001
0.72	0.001
0.73	0.001
0.74	0.001
0.75	0.001
0.76	0.001
0.77	0.001
0.78	0.001
0.79	0.001
0.8	0.001
0.81	0.001
0.82	0.001
0.83	0.001
0.84	0.001
0.85	0.001
0.86	0.001
0.87	0.001
0.88	0.001
0.89	0.001
0.9	0.001
0.91	0.001
0.92	0.001
0.93	0.001
0.94	0.001
0.95	0.001
0.96	0.001
0.97	0.001
0.98	0.001
0.99	0.001
1	0.001
